scale,a,b,gamma,gamma_PF,control_PF,delta_PF,gamma_avg_R,control_avg_R,delta_avg_R,gamma_max_dd_R,control_max_dd_R,gamma_net_pts,control_net_pts
S3_prevsessrange,1.25,1.25,-0.15,0.994,0.9706,0.023399999999999976,-0.0012,-0.0056,0.0044,-17.1565,-19.8838,1865.91,-777.4
S3_prevsessrange,1.25,1.25,-0.3,0.985,0.9706,0.014399999999999968,-0.0029,-0.0056,0.0027,-19.2715,-19.8838,1030.32,-777.4
S3_prevsessrange,1.25,1.5,0.15,0.9698,0.9649,0.0049000000000000155,-0.0048,-0.0057,0.0009000000000000006,-19.9049,-19.6154,451.54,131.03
S3_prevsessrange,1.25,1.5,0.3,0.9659,0.9649,0.0010000000000000009,-0.0054,-0.0057,0.0002999999999999999,-19.6103,-19.6154,131.69,131.03
S3_prevsessrange,1.25,1.5,-0.15,0.9651,0.9649,0.00019999999999997797,-0.0058,-0.0057,-9.99999999999994e-05,-19.7747,-19.6154,-341.17,131.03
S3_prevsessrange,1.25,1.5,-0.3,0.9599,0.9649,-0.0050000000000000044,-0.0067,-0.0057,-0.001,-21.1861,-19.6154,-44.98,131.03
S3_prevsessrange,1.25,1.75,0.15,0.9764,0.974,0.0024000000000000687,-0.0032,-0.0036,0.00039999999999999975,-15.1559,-15.4983,657.46,365.23
S3_prevsessrange,1.25,1.75,0.3,0.9691,0.974,-0.0049000000000000155,-0.0042,-0.0036,-0.0005999999999999998,-16.4759,-15.4983,291.11,365.23
S3_prevsessrange,1.25,1.75,-0.15,0.9867,0.974,0.012700000000000045,-0.0019,-0.0036,0.0017,-13.8811,-15.4983,1373.6,365.23
S3_prevsessrange,1.25,1.75,-0.3,0.9868,0.974,0.012800000000000034,-0.0019,-0.0036,0.0017,-15.2858,-15.4983,1531.48,365.23
S3_prevsessrange,1.25,2.0,0.15,0.9665,0.9735,-0.007000000000000006,-0.0041,-0.0032,-0.0009000000000000002,-15.4072,-13.9498,652.1,492.94
S3_prevsessrange,1.25,2.0,0.3,0.9669,0.9735,-0.00660000000000005,-0.004,-0.0032,-0.0007999999999999999,-15.1846,-13.9498,794.71,492.94
S3_prevsessrange,1.25,2.0,-0.15,0.9881,0.9735,0.014599999999999946,-0.0015,-0.0032,0.0017000000000000001,-12.8569,-13.9498,1698.16,492.94
S3_prevsessrange,1.25,2.0,-0.3,0.9838,0.9735,0.010299999999999976,-0.002,-0.0032,0.0012000000000000001,-14.8615,-13.9498,1294.39,492.94
S3_prevsessrange,1.5,0.5,0.15,0.9463,0.9447,0.0016000000000000458,-0.0223,-0.0232,0.000899999999999998,-55.0737,-61.3163,348.48,-202.47
S3_prevsessrange,1.5,0.5,0.3,0.9425,0.9447,-0.0021999999999999797,-0.0239,-0.0232,-0.0007000000000000027,-60.0749,-61.3163,120.81,-202.47
S3_prevsessrange,1.5,0.5,-0.15,0.973,0.9447,0.028299999999999992,-0.0114,-0.0232,0.011799999999999998,-43.0684,-61.3163,1801.19,-202.47
S3_prevsessrange,1.5,0.5,-0.3,0.9821,0.9447,0.03739999999999999,-0.0076,-0.0232,0.0156,-38.8923,-61.3163,1248.53,-202.47
S3_prevsessrange,1.5,0.75,0.15,0.9713,0.9503,0.02100000000000002,-0.0086,-0.0151,0.006500000000000001,-32.5816,-38.6199,482.08,-1255.67
S3_prevsessrange,1.5,0.75,0.3,0.9931,0.9503,0.04279999999999995,-0.002,-0.0151,0.0131,-29.7135,-38.6199,2294.9,-1255.67
S3_prevsessrange,1.5,0.75,-0.15,0.9373,0.9503,-0.013000000000000012,-0.0196,-0.0151,-0.004499999999999999,-48.5774,-38.6199,-1742.3,-1255.67
S3_prevsessrange,1.5,0.75,-0.3,0.9347,0.9503,-0.015600000000000058,-0.0206,-0.0151,-0.0055,-47.9128,-38.6199,-2231.07,-1255.67
S3_prevsessrange,1.5,1.0,0.15,0.9553,0.9557,-0.00039999999999995595,-0.0106,-0.0106,0.0,-30.6617,-30.3267,-5.57,-499.67
S3_prevsessrange,1.5,1.0,0.3,0.9654,0.9557,0.009700000000000042,-0.0081,-0.0106,0.0025000000000000005,-26.8505,-30.3267,49.62,-499.67
S3_prevsessrange,1.5,1.0,-0.15,0.978,0.9557,0.022299999999999986,-0.0053,-0.0106,0.0053,-23.455,-30.3267,962.47,-499.67
S3_prevsessrange,1.5,1.0,-0.3,0.9764,0.9557,0.02070000000000005,-0.0057,-0.0106,0.0049,-23.949,-30.3267,763.72,-499.67
S3_prevsessrange,1.5,1.25,0.15,0.9559,0.9432,0.012699999999999934,-0.0085,-0.0111,0.0026,-26.2969,-29.7622,437.68,-1431.65
S3_prevsessrange,1.5,1.25,0.3,0.9865,0.9432,0.043300000000000005,-0.0025,-0.0111,0.0086,-19.5931,-29.7622,1494.24,-1431.65
S3_prevsessrange,1.5,1.25,-0.15,0.9678,0.9432,0.024599999999999955,-0.0064,-0.0111,0.0047,-23.8741,-29.7622,854.54,-1431.65
S3_prevsessrange,1.5,1.25,-0.3,0.9735,0.9432,0.030299999999999994,-0.0053,-0.0111,0.0058000000000000005,-22.4184,-29.7622,699.87,-1431.65
S3_prevsessrange,1.5,1.5,0.15,0.9433,0.9361,0.007199999999999984,-0.0093,-0.0106,0.0013000000000000008,-26.5927,-27.5781,39.57,-523.42
S3_prevsessrange,1.5,1.5,0.3,0.9621,0.9361,0.025999999999999912,-0.0061,-0.0106,0.0045,-22.1978,-27.5781,592.96,-523.42
S3_prevsessrange,1.5,1.5,-0.15,0.9362,0.9361,9.999999999998899e-05,-0.0108,-0.0106,-0.00020000000000000052,-26.974,-27.5781,-1551.05,-523.42
S3_prevsessrange,1.5,1.5,-0.3,0.9493,0.9361,0.01319999999999999,-0.0086,-0.0106,0.002,-23.8136,-27.5781,-294.27,-523.42
S3_prevsessrange,1.5,1.75,0.15,0.9657,0.9607,0.0050000000000000044,-0.0048,-0.0055,0.0007000000000000001,-18.3251,-18.9854,545.73,4.17
S3_prevsessrange,1.5,1.75,0.3,0.9693,0.9607,0.008600000000000052,-0.0042,-0.0055,0.0013,-17.7435,-18.9854,836.97,4.17
S3_prevsessrange,1.5,1.75,-0.15,0.9689,0.9607,0.008199999999999985,-0.0044,-0.0055,0.0010999999999999994,-16.768,-18.9854,346.11,4.17
S3_prevsessrange,1.5,1.75,-0.3,0.9809,0.9607,0.020199999999999996,-0.0027,-0.0055,0.0027999999999999995,-14.3251,-18.9854,1145.4,4.17
S3_prevsessrange,1.5,2.0,0.15,0.9589,0.9566,0.0022999999999999687,-0.0051,-0.0054,0.0002999999999999999,-17.6549,-17.664,635.47,29.22
S3_prevsessrange,1.5,2.0,0.3,0.9657,0.9566,0.009099999999999997,-0.0042,-0.0054,0.0012000000000000005,-16.5458,-17.664,1306.29,29.22
S3_prevsessrange,1.5,2.0,-0.15,0.9696,0.9566,0.013000000000000012,-0.0038,-0.0054,0.0016000000000000003,-15.464,-17.664,658.18,29.22
S3_prevsessrange,1.5,2.0,-0.3,0.9761,0.9566,0.019499999999999962,-0.003,-0.0054,0.0024000000000000002,-14.3259,-17.664,836.0,29.22
S3_prevsessrange,1.75,0.5,0.15,0.947,0.9568,-0.009800000000000031,-0.022,-0.0181,-0.0038999999999999972,-52.4633,-54.4113,142.75,416.89
S3_prevsessrange,1.75,0.5,0.3,0.9355,0.9568,-0.021299999999999986,-0.0269,-0.0181,-0.008799999999999999,-62.0792,-54.4113,-370.52,416.89
S3_prevsessrange,1.75,0.5,-0.15,0.9733,0.9568,0.01650000000000007,-0.0113,-0.0181,0.006800000000000002,-47.8951,-54.4113,1838.92,416.89
S3_prevsessrange,1.75,0.5,-0.3,0.9733,0.9568,0.01650000000000007,-0.0114,-0.0181,0.006700000000000001,-43.7061,-54.4113,995.59,416.89
S3_prevsessrange,1.75,0.75,0.15,0.969,0.9597,0.009299999999999975,-0.0093,-0.0123,0.003000000000000001,-31.4864,-33.9765,166.64,-671.23
S3_prevsessrange,1.75,0.75,0.3,0.9798,0.9597,0.020100000000000007,-0.006,-0.0123,0.0063,-30.8514,-33.9765,1496.91,-671.23
S3_prevsessrange,1.75,0.75,-0.15,0.9297,0.9597,-0.030000000000000027,-0.022,-0.0123,-0.009699999999999999,-51.7484,-33.9765,-2171.59,-671.23
S3_prevsessrange,1.75,0.75,-0.3,0.9262,0.9597,-0.033499999999999974,-0.0234,-0.0123,-0.0111,-51.6929,-33.9765,-2777.18,-671.23
S3_prevsessrange,1.75,1.0,0.15,0.9578,0.9638,-0.006000000000000005,-0.01,-0.0086,-0.0014000000000000002,-28.2246,-27.3853,-309.68,-348.19
S3_prevsessrange,1.75,1.0,0.3,0.9547,0.9638,-0.009099999999999997,-0.0107,-0.0086,-0.0020999999999999994,-28.5883,-27.3853,-788.91,-348.19
S3_prevsessrange,1.75,1.0,-0.15,0.9726,0.9638,0.00880000000000003,-0.0066,-0.0086,0.002,-25.2202,-27.3853,446.36,-348.19
S3_prevsessrange,1.75,1.0,-0.3,0.9691,0.9638,0.005299999999999971,-0.0076,-0.0086,0.001,-26.5416,-27.3853,189.89,-348.19
S3_prevsessrange,1.75,1.25,0.15,0.9595,0.9563,0.0031999999999999806,-0.0078,-0.0085,0.000700000000000001,-24.0464,-25.9812,171.88,-823.93
S3_prevsessrange,1.75,1.25,0.3,0.9705,0.9563,0.01419999999999999,-0.0056,-0.0085,0.0029000000000000007,-22.4571,-25.9812,416.53,-823.93
S3_prevsessrange,1.75,1.25,-0.15,0.9684,0.9563,0.0121,-0.0063,-0.0085,0.0022000000000000006,-23.5322,-25.9812,892.94,-823.93
S3_prevsessrange,1.75,1.25,-0.3,0.972,0.9563,0.015699999999999936,-0.0056,-0.0085,0.0029000000000000007,-22.7874,-25.9812,689.57,-823.93
S3_prevsessrange,1.75,1.5,0.15,0.941,0.9521,-0.011099999999999999,-0.0097,-0.0079,-0.0017999999999999995,-26.6985,-24.5626,-326.87,102.44
S3_prevsessrange,1.75,1.5,0.3,0.9468,0.9521,-0.005299999999999971,-0.0087,-0.0079,-0.0007999999999999986,-24.9192,-24.5626,-315.35,102.44
S3_prevsessrange,1.75,1.5,-0.15,0.9341,0.9521,-0.017999999999999905,-0.0112,-0.0079,-0.003299999999999999,-27.3534,-24.5626,-1699.15,102.44
S3_prevsessrange,1.75,1.5,-0.3,0.9447,0.9521,-0.007399999999999962,-0.0094,-0.0079,-0.0014999999999999996,-24.9143,-24.5626,-486.2,102.44
S3_prevsessrange,1.75,1.75,0.15,0.9601,0.9767,-0.01660000000000006,-0.0056,-0.0033,-0.0023,-18.6305,-16.1387,-42.24,640.85
S3_prevsessrange,1.75,1.75,0.3,0.953,0.9767,-0.023700000000000054,-0.0066,-0.0033,-0.0033,-19.8858,-16.1387,-245.89,640.85
S3_prevsessrange,1.75,1.75,-0.15,0.9764,0.9767,-0.00029999999999996696,-0.0034,-0.0033,-9.999999999999983e-05,-15.247,-16.1387,371.31,640.85
S3_prevsessrange,1.75,1.75,-0.3,0.9862,0.9767,0.009499999999999953,-0.002,-0.0033,0.0013,-13.3144,-16.1387,1116.69,640.85
S3_prevsessrange,1.75,2.0,0.15,0.9538,0.9725,-0.01870000000000005,-0.0057,-0.0034,-0.0023000000000000004,-17.8601,-15.1734,57.59,665.9
S3_prevsessrange,1.75,2.0,0.3,0.949,0.9725,-0.023500000000000076,-0.0063,-0.0034,-0.0029000000000000002,-18.4623,-15.1734,216.08,665.9
S3_prevsessrange,1.75,2.0,-0.15,0.9771,0.9725,0.0045999999999999375,-0.0029,-0.0034,0.0005,-13.941,-15.1734,683.37,665.9
S3_prevsessrange,1.75,2.0,-0.3,0.9811,0.9725,0.008599999999999941,-0.0024,-0.0034,0.001,-13.2667,-15.1734,781.93,665.9
S3_prevsessrange,2.0,0.5,0.15,0.9606,0.9705,-0.00990000000000002,-0.0164,-0.0123,-0.004100000000000001,-44.477,-44.084,1127.94,1394.08
S3_prevsessrange,2.0,0.5,0.3,0.9483,0.9705,-0.022199999999999998,-0.0216,-0.0123,-0.009300000000000001,-55.313,-44.084,447.37,1394.08
S3_prevsessrange,2.0,0.5,-0.15,0.991,0.9705,0.020499999999999963,-0.0038,-0.0123,0.0085,-45.335,-44.084,3007.16,1394.08
S3_prevsessrange,2.0,0.5,-0.3,0.9865,0.9705,0.016000000000000014,-0.0058,-0.0123,0.006500000000000001,-41.7113,-44.084,2050.44,1394.08
S3_prevsessrange,2.0,0.75,0.15,0.9872,0.9742,0.013000000000000012,-0.0038,-0.0078,0.004,-31.4979,-30.5054,1447.48,474.4
S3_prevsessrange,2.0,0.75,0.3,0.9959,0.9742,0.021700000000000053,-0.0012,-0.0078,0.0066,-30.8263,-30.5054,2488.15,474.4
S3_prevsessrange,2.0,0.75,-0.15,0.9482,0.9742,-0.025999999999999912,-0.0162,-0.0078,-0.0084,-43.8777,-30.5054,-894.53,474.4
S3_prevsessrange,2.0,0.75,-0.3,0.937,0.9742,-0.0371999999999999,-0.02,-0.0078,-0.0122,-48.3373,-30.5054,-1814.79,474.4
S3_prevsessrange,2.0,1.0,0.15,0.9757,0.9809,-0.005199999999999982,-0.0057,-0.0045,-0.0012000000000000005,-23.1326,-22.0332,925.16,739.98
S3_prevsessrange,2.0,1.0,0.3,0.9672,0.9809,-0.013700000000000045,-0.0078,-0.0045,-0.0033,-25.3424,-22.0332,70.54,739.98
S3_prevsessrange,2.0,1.0,-0.15,0.9912,0.9809,0.010299999999999976,-0.0021,-0.0045,0.0024,-21.3859,-22.0332,1704.53,739.98
S3_prevsessrange,2.0,1.0,-0.3,0.9815,0.9809,0.0006000000000000449,-0.0045,-0.0045,0.0,-23.8685,-22.0332,1105.72,739.98
S3_prevsessrange,2.0,1.25,0.15,0.9782,0.9747,0.0034999999999999476,-0.0042,-0.0049,0.0007000000000000001,-19.7754,-21.299,1461.97,347.23
S3_prevsessrange,2.0,1.25,0.3,0.9843,0.9747,0.009599999999999942,-0.003,-0.0049,0.0018999999999999998,-19.4292,-21.299,1286.83,347.23
S3_prevsessrange,2.0,1.25,-0.15,0.9883,0.9747,0.013599999999999945,-0.0023,-0.0049,0.0026,-18.8048,-21.299,2267.87,347.23
S3_prevsessrange,2.0,1.25,-0.3,0.985,0.9747,0.010299999999999976,-0.003,-0.0049,0.0018999999999999998,-20.4469,-21.299,1657.4,347.23
S3_prevsessrange,2.0,1.5,0.15,0.9589,0.962,-0.0030999999999999917,-0.0067,-0.0062,-0.0005000000000000004,-23.0619,-22.3857,970.47,946.32
S3_prevsessrange,2.0,1.5,0.3,0.9618,0.962,-0.00019999999999997797,-0.0062,-0.0062,0.0,-22.1479,-22.3857,623.75,946.32
S3_prevsessrange,2.0,1.5,-0.15,0.9517,0.962,-0.010299999999999976,-0.0082,-0.0062,-0.002000000000000001,-23.8731,-22.3857,-442.27,946.32
S3_prevsessrange,2.0,1.5,-0.3,0.9562,0.962,-0.005799999999999916,-0.0074,-0.0062,-0.0012000000000000005,-23.2969,-22.3857,411.37,946.32
S3_prevsessrange,2.0,1.75,0.15,0.9791,0.9859,-0.006800000000000028,-0.0029,-0.002,-0.0008999999999999998,-15.2812,-14.483,1254.35,1517.59
S3_prevsessrange,2.0,1.75,0.3,0.9681,0.9859,-0.017800000000000038,-0.0045,-0.002,-0.0024999999999999996,-17.3695,-14.483,637.21,1517.59
S3_prevsessrange,2.0,1.75,-0.15,1.0015,0.9859,0.015600000000000058,0.0002,-0.002,0.0022,-12.157,-14.483,1751.84,1517.59
S3_prevsessrange,2.0,1.75,-0.3,0.9991,0.9859,0.01319999999999999,-0.0001,-0.002,0.0019,-12.1803,-14.483,1974.22,1517.59
S3_prevsessrange,2.0,2.0,0.15,0.9733,0.9817,-0.008399999999999963,-0.0033,-0.0023,-0.001,-14.8061,-13.7027,1409.44,1553.29
S3_prevsessrange,2.0,2.0,0.3,0.9641,0.9817,-0.01760000000000006,-0.0044,-0.0023,-0.0021000000000000003,-16.2608,-13.7027,1099.18,1553.29
S3_prevsessrange,2.0,2.0,-0.15,0.9997,0.9817,0.018000000000000016,-0.0,-0.0023,0.0023,-10.903,-13.7027,2038.11,1553.29
S3_prevsessrange,2.0,2.0,-0.3,0.9939,0.9817,0.012199999999999989,-0.0008,-0.0023,0.0015,-11.8588,-13.7027,1639.46,1553.29
S4_geomean,0.5,0.5,0.15,0.7928,0.804,-0.011200000000000099,-0.116,-0.109,-0.007000000000000006,-311.6646,-294.571,-4010.5,-3526.96
S4_geomean,0.5,0.5,0.3,0.7903,0.804,-0.013700000000000045,-0.1174,-0.109,-0.008400000000000005,-315.8747,-294.571,-4052.48,-3526.96
S4_geomean,0.5,0.5,-0.15,0.8118,0.804,0.007799999999999918,-0.1043,-0.109,0.004699999999999996,-288.1989,-294.571,-2821.76,-3526.96
S4_geomean,0.5,0.5,-0.3,0.8184,0.804,0.014399999999999968,-0.1003,-0.109,0.0087,-280.0375,-294.571,-2242.01,-3526.96
S4_geomean,0.5,0.75,0.15,0.8031,0.7967,0.006400000000000072,-0.0867,-0.0901,0.0034000000000000002,-229.8345,-239.1415,-3989.32,-4164.58
S4_geomean,0.5,0.75,0.3,0.7895,0.7967,-0.007199999999999984,-0.0935,-0.0901,-0.0034000000000000002,-246.0431,-239.1415,-4560.23,-4164.58
S4_geomean,0.5,0.75,-0.15,0.8057,0.7967,0.009000000000000008,-0.0856,-0.0901,0.004500000000000004,-232.5236,-239.1415,-3444.54,-4164.58
S4_geomean,0.5,0.75,-0.3,0.8142,0.7967,0.01750000000000007,-0.0815,-0.0901,0.008599999999999997,-220.7651,-239.1415,-3125.62,-4164.58
S4_geomean,0.5,1.0,0.15,0.8179,0.8086,0.009299999999999975,-0.0655,-0.0694,0.0039000000000000007,-177.3953,-182.2683,-3374.68,-3750.18
S4_geomean,0.5,1.0,0.3,0.8095,0.8086,0.0009000000000000119,-0.0689,-0.0694,0.0005000000000000004,-182.9175,-182.2683,-3587.85,-3750.18
S4_geomean,0.5,1.0,-0.15,0.8184,0.8086,0.009800000000000031,-0.0655,-0.0694,0.0039000000000000007,-178.641,-182.2683,-2444.5,-3750.18
S4_geomean,0.5,1.0,-0.3,0.8307,0.8086,0.02210000000000001,-0.0607,-0.0694,0.008700000000000006,-168.6704,-182.2683,-2390.67,-3750.18
S4_geomean,0.5,1.25,0.15,0.8029,0.8065,-0.0036000000000000476,-0.0614,-0.0601,-0.0013000000000000025,-163.4095,-157.1383,-3134.57,-3180.61
S4_geomean,0.5,1.25,0.3,0.8084,0.8065,0.0019000000000000128,-0.0592,-0.0601,0.000899999999999998,-164.0922,-157.1383,-2895.07,-3180.61
S4_geomean,0.5,1.25,-0.15,0.8121,0.8065,0.005600000000000049,-0.0581,-0.0601,0.0020000000000000018,-150.921,-157.1383,-2881.84,-3180.61
S4_geomean,0.5,1.25,-0.3,0.8129,0.8065,0.006399999999999961,-0.058,-0.0601,0.0020999999999999977,-151.7082,-157.1383,-2729.19,-3180.61
S4_geomean,0.5,1.5,0.15,0.8036,0.7972,0.006399999999999961,-0.0532,-0.0553,0.0021000000000000046,-141.9789,-143.0199,-2799.24,-2958.49
S4_geomean,0.5,1.5,0.3,0.7949,0.7972,-0.0022999999999999687,-0.0559,-0.0553,-0.0005999999999999964,-147.8634,-143.0199,-3021.83,-2958.49
S4_geomean,0.5,1.5,-0.15,0.7982,0.7972,0.0010000000000000009,-0.0551,-0.0553,0.0001999999999999988,-141.519,-143.0199,-3197.63,-2958.49
S4_geomean,0.5,1.5,-0.3,0.8,0.7972,0.0028000000000000247,-0.0547,-0.0553,0.0006000000000000033,-140.9817,-143.0199,-3075.43,-2958.49
S4_geomean,0.5,1.75,0.15,0.7902,0.7767,0.013500000000000068,-0.0509,-0.055,0.0040999999999999995,-130.2244,-138.7736,-2902.66,-3802.17
S4_geomean,0.5,1.75,0.3,0.804,0.7767,0.027300000000000102,-0.0468,-0.055,0.008199999999999999,-123.1479,-138.7736,-2294.28,-3802.17
S4_geomean,0.5,1.75,-0.15,0.7734,0.7767,-0.0032999999999999696,-0.056,-0.055,-0.0010000000000000009,-140.2583,-138.7736,-4371.88,-3802.17
S4_geomean,0.5,1.75,-0.3,0.7693,0.7767,-0.007399999999999962,-0.0575,-0.055,-0.0025000000000000022,-145.3796,-138.7736,-4502.21,-3802.17
S4_geomean,0.5,2.0,0.15,0.8042,0.782,0.022199999999999998,-0.0419,-0.0478,0.0059000000000000025,-110.7838,-120.8406,-1496.56,-2893.6
S4_geomean,0.5,2.0,0.3,0.7902,0.782,0.008199999999999985,-0.0454,-0.0478,0.0023999999999999994,-116.5428,-120.8406,-2240.82,-2893.6
S4_geomean,0.5,2.0,-0.15,0.7796,0.782,-0.0024000000000000687,-0.0485,-0.0478,-0.0006999999999999992,-121.1157,-120.8406,-3931.05,-2893.6
S4_geomean,0.5,2.0,-0.3,0.7911,0.782,0.009099999999999997,-0.0456,-0.0478,0.0022000000000000006,-117.1593,-120.8406,-3418.27,-2893.6
S4_geomean,0.75,0.5,0.15,0.8432,0.8414,0.0017999999999999128,-0.1016,-0.1029,0.0013000000000000095,-269.626,-270.2868,-2221.59,-2894.16
S4_geomean,0.75,0.5,0.3,0.8299,0.8414,-0.011500000000000066,-0.1107,-0.1029,-0.007800000000000001,-295.1523,-270.2868,-3180.36,-2894.16
S4_geomean,0.75,0.5,-0.15,0.8459,0.8414,0.0044999999999999485,-0.0999,-0.1029,0.0030000000000000027,-263.9218,-270.2868,-2911.14,-2894.16
S4_geomean,0.75,0.5,-0.3,0.8409,0.8414,-0.000500000000000056,-0.1034,-0.1029,-0.0005000000000000004,-275.1094,-270.2868,-2596.58,-2894.16
S4_geomean,0.75,0.75,0.15,0.8574,0.8407,0.016700000000000048,-0.075,-0.0848,0.009800000000000003,-207.1323,-225.1799,-2144.29,-3436.96
S4_geomean,0.75,0.75,0.3,0.8445,0.8407,0.0038000000000000256,-0.0823,-0.0848,0.0025000000000000022,-223.7197,-225.1799,-3000.69,-3436.96
S4_geomean,0.75,0.75,-0.15,0.8399,0.8407,-0.0008000000000000229,-0.0853,-0.0848,-0.0005000000000000004,-229.5038,-225.1799,-3471.29,-3436.96
S4_geomean,0.75,0.75,-0.3,0.8312,0.8407,-0.009499999999999953,-0.0904,-0.0848,-0.005599999999999994,-236.7321,-225.1799,-4098.14,-3436.96
S4_geomean,0.75,1.0,0.15,0.8771,0.8568,0.020299999999999985,-0.0538,-0.0636,0.009800000000000003,-155.8861,-168.8369,-1117.41,-2730.89
S4_geomean,0.75,1.0,0.3,0.8665,0.8568,0.009700000000000042,-0.0589,-0.0636,0.004700000000000003,-160.7426,-168.8369,-1778.24,-2730.89
S4_geomean,0.75,1.0,-0.15,0.8504,0.8568,-0.006399999999999961,-0.0669,-0.0636,-0.0032999999999999974,-177.6916,-168.8369,-2554.53,-2730.89
S4_geomean,0.75,1.0,-0.3,0.8585,0.8568,0.0017000000000000348,-0.063,-0.0636,0.0006000000000000033,-167.4713,-168.8369,-2954.91,-2730.89
S4_geomean,0.75,1.25,0.15,0.8647,0.8578,0.006900000000000017,-0.0519,-0.0548,0.0029,-147.3634,-149.9671,-1091.34,-1868.04
S4_geomean,0.75,1.25,0.3,0.8611,0.8578,0.0032999999999999696,-0.0533,-0.0548,0.0015000000000000013,-156.6519,-149.9671,-1167.56,-1868.04
S4_geomean,0.75,1.25,-0.15,0.8447,0.8578,-0.0131,-0.0605,-0.0548,-0.005699999999999997,-155.322,-149.9671,-2864.07,-1868.04
S4_geomean,0.75,1.25,-0.3,0.8452,0.8578,-0.012600000000000056,-0.0603,-0.0548,-0.005499999999999998,-157.7033,-149.9671,-2650.2,-1868.04
S4_geomean,0.75,1.5,0.15,0.8469,0.8485,-0.0016000000000000458,-0.0523,-0.0518,-0.0005000000000000004,-142.2836,-138.6822,-1902.24,-2028.51
S4_geomean,0.75,1.5,0.3,0.849,0.8485,0.0004999999999999449,-0.0514,-0.0518,0.0003999999999999976,-144.4713,-138.6822,-1874.55,-2028.51
S4_geomean,0.75,1.5,-0.15,0.833,0.8485,-0.01550000000000007,-0.0579,-0.0518,-0.006100000000000001,-149.6805,-138.6822,-2974.28,-2028.51
S4_geomean,0.75,1.5,-0.3,0.8396,0.8485,-0.008900000000000019,-0.0554,-0.0518,-0.003599999999999999,-145.025,-138.6822,-2519.44,-2028.51
S4_geomean,0.75,1.75,0.15,0.852,0.8232,0.028799999999999937,-0.0449,-0.0551,0.0102,-121.8674,-139.4617,-1564.15,-3278.72
S4_geomean,0.75,1.75,0.3,0.8634,0.8232,0.0401999999999999,-0.041,-0.0551,0.014100000000000001,-114.8795,-139.4617,-874.53,-3278.72
S4_geomean,0.75,1.75,-0.15,0.8166,0.8232,-0.00660000000000005,-0.0575,-0.0551,-0.0023999999999999994,-139.8809,-139.4617,-3773.22,-3278.72
S4_geomean,0.75,1.75,-0.3,0.8216,0.8232,-0.0016000000000000458,-0.0559,-0.0551,-0.0007999999999999952,-139.0789,-139.4617,-3460.97,-3278.72
S4_geomean,0.75,2.0,0.15,0.8613,0.8288,0.03249999999999997,-0.0376,-0.0478,0.0102,-100.6437,-117.0867,-278.75,-2482.09
S4_geomean,0.75,2.0,0.3,0.8499,0.8288,0.021100000000000008,-0.041,-0.0478,0.0068000000000000005,-106.1972,-117.0867,-1037.55,-2482.09
S4_geomean,0.75,2.0,-0.15,0.8223,0.8288,-0.00649999999999995,-0.05,-0.0478,-0.0022000000000000006,-121.1049,-117.0867,-3599.77,-2482.09
S4_geomean,0.75,2.0,-0.3,0.8306,0.8288,0.0018000000000000238,-0.0474,-0.0478,0.0004000000000000045,-121.0128,-117.0867,-2981.12,-2482.09
S4_geomean,1.0,0.5,0.15,0.8812,0.8861,-0.0049000000000000155,-0.0833,-0.08,-0.0032999999999999974,-227.3536,-218.3659,-1014.13,-1489.03
S4_geomean,1.0,0.5,0.3,0.8739,0.8861,-0.012199999999999989,-0.0886,-0.08,-0.008599999999999997,-239.529,-218.3659,-1250.57,-1489.03
S4_geomean,1.0,0.5,-0.15,0.8683,0.8861,-0.017800000000000038,-0.0931,-0.08,-0.0131,-248.7115,-218.3659,-1976.66,-1489.03
S4_geomean,1.0,0.5,-0.3,0.8474,0.8861,-0.03869999999999996,-0.1088,-0.08,-0.028799999999999992,-283.9143,-218.3659,-3018.95,-1489.03
S4_geomean,1.0,0.75,0.15,0.8685,0.868,0.000500000000000056,-0.0775,-0.0782,0.0007000000000000062,-214.4141,-212.2728,-2053.62,-2695.9
S4_geomean,1.0,0.75,0.3,0.8713,0.868,0.0032999999999999696,-0.0756,-0.0782,0.002600000000000005,-211.66,-212.2728,-1492.07,-2695.9
S4_geomean,1.0,0.75,-0.15,0.8491,0.868,-0.018900000000000028,-0.0902,-0.0782,-0.011999999999999997,-238.9601,-212.2728,-3422.47,-2695.9
S4_geomean,1.0,0.75,-0.3,0.8378,0.868,-0.030200000000000005,-0.0974,-0.0782,-0.019199999999999995,-242.5671,-212.2728,-5080.66,-2695.9
S4_geomean,1.0,1.0,0.15,0.8807,0.8771,0.0036000000000000476,-0.0599,-0.062,0.0020999999999999977,-168.3917,-167.1979,-984.68,-1834.61
S4_geomean,1.0,1.0,0.3,0.8857,0.8771,0.008600000000000052,-0.0572,-0.062,0.004799999999999999,-162.6634,-167.1979,40.59,-1834.61
S4_geomean,1.0,1.0,-0.15,0.869,0.8771,-0.008099999999999996,-0.0664,-0.062,-0.004400000000000001,-176.5761,-167.1979,-1921.25,-1834.61
S4_geomean,1.0,1.0,-0.3,0.8652,0.8771,-0.011900000000000022,-0.0686,-0.062,-0.006599999999999995,-172.8646,-167.1979,-3894.03,-1834.61
S4_geomean,1.0,1.25,0.15,0.8861,0.8855,0.0006000000000000449,-0.0501,-0.0504,0.00030000000000000165,-143.5391,-139.3623,-109.69,-638.9
