candidate,cutoff_minutes,skip_counts,n_trades,net_pts,total_R,PF,avg_R,max_dd_pts,max_dd_R,true_tp_win_rate,lower_n,lower_net_pts,upper_n,upper_net_pts,ex_2026_net_pts,ex_2026_PF,ex_2026_total_R,yearly_json
contig_BCDEF,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 1057, ""blocked_regime"": 72, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 39, ""same_bar_reentry"": 1}",105,202.71,6.2275,1.0974,0.0593,-477.38,-7.8346,0.3714,56,480.7,49,-277.99,218.38,1.1237,6.9414,"{""2018"": {""n"": 28, ""net_pts"": 72.11, ""PF"": 1.2001, ""avg_R"": 0.0992, ""total_R"": 2.7774}, ""2020"": {""n"": 38, ""net_pts"": -127.68, ""PF"": 0.8761, ""avg_R"": -0.0076, ""total_R"": -0.2905}, ""2023"": {""n"": 26, ""net_pts"": 273.95, ""PF"": 1.7305, ""avg_R"": 0.1713, ""total_R"": 4.4544}, ""2026"": {""n"": 13, ""net_pts"": -15.68, ""PF"": 0.9504, ""avg_R"": -0.0549, ""total_R"": -0.7139}}"
contig_CDEFG,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 1022, ""blocked_regime"": 85, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 43, ""same_bar_reentry"": 1}",123,210.66,6.8104,1.0834,0.0554,-666.88,-8.9758,0.3821,66,456.8,57,-246.14,15.53,1.0068,4.3408,"{""2018"": {""n"": 33, ""net_pts"": 45.01, ""PF"": 1.0901, ""avg_R"": 0.0756, ""total_R"": 2.4932}, ""2020"": {""n"": 38, ""net_pts"": -321.43, ""PF"": 0.7246, ""avg_R"": -0.0601, ""total_R"": -2.2823}, ""2023"": {""n"": 37, ""net_pts"": 291.95, ""PF"": 1.4686, ""avg_R"": 0.1116, ""total_R"": 4.1299}, ""2026"": {""n"": 15, ""net_pts"": 195.12, ""PF"": 1.8303, ""avg_R"": 0.1646, ""total_R"": 2.4695}}"
contig_DEFGH,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 1042, ""blocked_regime"": 72, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 41, ""same_bar_reentry"": 1}",118,200.24,4.2667,1.0839,0.0362,-647.21,-9.5164,0.3644,62,280.4,56,-80.16,-208.59,0.9031,-0.5583,"{""2018"": {""n"": 29, ""net_pts"": 37.6, ""PF"": 1.0787, ""avg_R"": 0.0529, ""total_R"": 1.5335}, ""2020"": {""n"": 34, ""net_pts"": -300.39, ""PF"": 0.6679, ""avg_R"": -0.1069, ""total_R"": -3.6342}, ""2023"": {""n"": 39, ""net_pts"": 54.2, ""PF"": 1.0704, ""avg_R"": 0.0395, ""total_R"": 1.5423}, ""2026"": {""n"": 16, ""net_pts"": 408.83, ""PF"": 2.7397, ""avg_R"": 0.3016, ""total_R"": 4.825}}"
contig_EFGHI,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 864, ""blocked_regime"": 73, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 79, ""same_bar_reentry"": 8}",250,1929.89,21.4357,1.4004,0.0857,-429.78,-9.6054,0.424,123,1037.46,127,892.43,1037.38,1.2529,11.3136,"{""2018"": {""n"": 67, ""net_pts"": 48.28, ""PF"": 1.0441, ""avg_R"": 0.0037, ""total_R"": 0.247}, ""2020"": {""n"": 59, ""net_pts"": 240.91, ""PF"": 1.1707, ""avg_R"": -0.0335, ""total_R"": -1.976}, ""2023"": {""n"": 85, ""net_pts"": 748.2, ""PF"": 1.469, ""avg_R"": 0.1534, ""total_R"": 13.0427}, ""2026"": {""n"": 39, ""net_pts"": 892.51, ""PF"": 2.2434, ""avg_R"": 0.2595, ""total_R"": 10.1221}}"
contig_ABCDEF,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 897, ""blocked_regime"": 135, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 69, ""same_bar_reentry"": 6}",167,105.82,4.2311,1.0263,0.0253,-715.9,-9.3597,0.3653,80,512.6,87,-406.78,-178.63,0.9403,0.3444,"{""2018"": {""n"": 41, ""net_pts"": -38.79, ""PF"": 0.9376, ""avg_R"": -0.0376, ""total_R"": -1.541}, ""2020"": {""n"": 67, ""net_pts"": -450.12, ""PF"": 0.7673, ""avg_R"": -0.0466, ""total_R"": -3.1229}, ""2023"": {""n"": 31, ""net_pts"": 310.28, ""PF"": 1.7133, ""avg_R"": 0.1616, ""total_R"": 5.0084}, ""2026"": {""n"": 28, ""net_pts"": 284.45, ""PF"": 1.2768, ""avg_R"": 0.1388, ""total_R"": 3.8867}}"
contig_BCDEFG,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 997, ""blocked_regime"": 97, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 46, ""same_bar_reentry"": 1}",133,302.28,8.3997,1.1134,0.0632,-710.78,-9.6935,0.3759,72,401.15,61,-98.87,51.73,1.022,5.4656,"{""2018"": {""n"": 35, ""net_pts"": 66.61, ""PF"": 1.1333, ""avg_R"": 0.095, ""total_R"": 3.3262}, ""2020"": {""n"": 43, ""net_pts"": -306.83, ""PF"": 0.75, ""avg_R"": -0.0463, ""total_R"": -1.9905}, ""2023"": {""n"": 37, ""net_pts"": 291.95, ""PF"": 1.4686, ""avg_R"": 0.1116, ""total_R"": 4.1299}, ""2026"": {""n"": 18, ""net_pts"": 250.55, ""PF"": 1.7929, ""avg_R"": 0.163, ""total_R"": 2.9341}}"
contig_CDEFGH,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 1006, ""blocked_regime"": 86, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 48, ""same_bar_reentry"": 1}",133,636.86,12.6892,1.2384,0.0954,-555.43,-7.6897,0.406,70,701.3,63,-64.44,221.48,1.0909,7.7642,"{""2018"": {""n"": 34, ""net_pts"": 105.01, ""PF"": 1.2102, ""avg_R"": 0.1034, ""total_R"": 3.5145}, ""2020"": {""n"": 40, ""net_pts"": -209.98, ""PF"": 0.8201, ""avg_R"": -0.0249, ""total_R"": -0.9961}, ""2023"": {""n"": 42, ""net_pts"": 326.45, ""PF"": 1.4241, ""avg_R"": 0.1249, ""total_R"": 5.2458}, ""2026"": {""n"": 17, ""net_pts"": 415.38, ""PF"": 2.7676, ""avg_R"": 0.2897, ""total_R"": 4.925}}"
contig_DEFGHI,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 776, ""blocked_regime"": 103, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 98, ""same_bar_reentry"": 8}",289,1185.15,12.9685,1.2049,0.0449,-734.35,-14.5527,0.3979,143,848.33,146,336.82,607.79,1.1235,6.0894,"{""2018"": {""n"": 76, ""net_pts"": -8.27, ""PF"": 0.9935, ""avg_R"": -0.0163, ""total_R"": -1.2374}, ""2020"": {""n"": 74, ""net_pts"": -89.91, ""PF"": 0.9514, ""avg_R"": -0.0676, ""total_R"": -5.003}, ""2023"": {""n"": 97, ""net_pts"": 705.98, ""PF"": 1.3924, ""avg_R"": 0.1271, ""total_R"": 12.3298}, ""2026"": {""n"": 42, ""net_pts"": 577.36, ""PF"": 1.6684, ""avg_R"": 0.1638, ""total_R"": 6.8791}}"
contig_ABCDEFG,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 837, ""blocked_regime"": 160, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 76, ""same_bar_reentry"": 6}",195,205.39,6.4032,1.0446,0.0328,-895.05,-11.0597,0.3692,96,433.05,99,-227.66,-345.28,0.9034,-1.1314,"{""2018"": {""n"": 48, ""net_pts"": -44.29, ""PF"": 0.9418, ""avg_R"": -0.0207, ""total_R"": -0.9923}, ""2020"": {""n"": 72, ""net_pts"": -629.27, ""PF"": 0.7047, ""avg_R"": -0.067, ""total_R"": -4.8229}, ""2023"": {""n"": 42, ""net_pts"": 328.28, ""PF"": 1.4806, ""avg_R"": 0.1115, ""total_R"": 4.6838}, ""2026"": {""n"": 33, ""net_pts"": 550.67, ""PF"": 1.5358, ""avg_R"": 0.2283, ""total_R"": 7.5346}}"
contig_BCDEFGH,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 981, ""blocked_regime"": 98, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 51, ""same_bar_reentry"": 1}",143,728.48,14.2786,1.259,0.0999,-599.33,-8.4074,0.3986,76,645.65,67,82.83,257.68,1.1032,8.8889,"{""2018"": {""n"": 36, ""net_pts"": 126.61, ""PF"": 1.2534, ""avg_R"": 0.1208, ""total_R"": 4.3474}, ""2020"": {""n"": 45, ""net_pts"": -195.38, ""PF"": 0.8408, ""avg_R"": -0.0157, ""total_R"": -0.7044}, ""2023"": {""n"": 42, ""net_pts"": 326.45, ""PF"": 1.4241, ""avg_R"": 0.1249, ""total_R"": 5.2458}, ""2026"": {""n"": 20, ""net_pts"": 470.8, ""PF"": 2.4899, ""avg_R"": 0.2695, ""total_R"": 5.3897}}"
contig_CDEFGHI,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 740, ""blocked_regime"": 117, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 105, ""same_bar_reentry"": 9}",303,1513.28,20.1031,1.2494,0.0663,-716.69,-13.6314,0.4125,150,1160.73,153,352.54,929.37,1.1786,13.1241,"{""2018"": {""n"": 81, ""net_pts"": 59.14, ""PF"": 1.0457, ""avg_R"": 0.0092, ""total_R"": 0.7436}, ""2020"": {""n"": 79, ""net_pts"": -107.99, ""PF"": 0.9489, ""avg_R"": -0.0462, ""total_R"": -3.6528}, ""2023"": {""n"": 100, ""net_pts"": 978.23, ""PF"": 1.5438, ""avg_R"": 0.1603, ""total_R"": 16.0333}, ""2026"": {""n"": 43, ""net_pts"": 583.91, ""PF"": 1.676, ""avg_R"": 0.1623, ""total_R"": 6.9791}}"
contig_ABCDEFGH,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 821, ""blocked_regime"": 161, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 81, ""same_bar_reentry"": 6}",205,631.59,12.2821,1.133,0.0599,-783.6,-9.7736,0.3854,100,677.55,105,-45.96,-139.33,0.9626,2.2919,"{""2018"": {""n"": 49, ""net_pts"": 15.71, ""PF"": 1.0206, ""avg_R"": 0.0006, ""total_R"": 0.029}, ""2020"": {""n"": 74, ""net_pts"": -517.82, ""PF"": 0.757, ""avg_R"": -0.0478, ""total_R"": -3.5368}, ""2023"": {""n"": 47, ""net_pts"": 362.78, ""PF"": 1.4372, ""avg_R"": 0.1234, ""total_R"": 5.7997}, ""2026"": {""n"": 35, ""net_pts"": 770.92, ""PF"": 1.7501, ""avg_R"": 0.2854, ""total_R"": 9.9902}}"
contig_BCDEFGHI,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 715, ""blocked_regime"": 129, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 108, ""same_bar_reentry"": 9}",313,1604.9,21.6925,1.2584,0.0693,-755.74,-14.2961,0.4089,156,1105.08,157,499.82,965.57,1.1834,14.2488,"{""2018"": {""n"": 83, ""net_pts"": 80.74, ""PF"": 1.0624, ""avg_R"": 0.019, ""total_R"": 1.5765}, ""2020"": {""n"": 84, ""net_pts"": -93.39, ""PF"": 0.957, ""avg_R"": -0.04, ""total_R"": -3.361}, ""2023"": {""n"": 100, ""net_pts"": 978.23, ""PF"": 1.5438, ""avg_R"": 0.1603, ""total_R"": 16.0333}, ""2026"": {""n"": 46, ""net_pts"": 639.34, ""PF"": 1.6767, ""avg_R"": 0.1618, ""total_R"": 7.4437}}"
contig_ABCDEFGHI,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 555, ""blocked_regime"": 192, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 138, ""same_bar_reentry"": 14}",375,1508.01,19.696,1.1851,0.0525,-803.48,-16.2462,0.4,180,1136.98,195,371.03,568.55,1.0876,7.6518,"{""2018"": {""n"": 96, ""net_pts"": -30.16, ""PF"": 0.9806, ""avg_R"": -0.0286, ""total_R"": -2.7419}, ""2020"": {""n"": 113, ""net_pts"": -415.84, ""PF"": 0.8648, ""avg_R"": -0.0548, ""total_R"": -6.1935}, ""2023"": {""n"": 105, ""net_pts"": 1014.55, ""PF"": 1.5458, ""avg_R"": 0.158, ""total_R"": 16.5872}, ""2026"": {""n"": 61, ""net_pts"": 939.46, ""PF"": 1.5671, ""avg_R"": 0.1974, ""total_R"": 12.0442}}"
